## RunInfo	version:1.0.3	annotated_features:14968	total_fragments:37498273	pair_mapped:16431724	pair_mixed:16570027	single_mapped:0	unmapped:4496522	unique:16447034	ambig:16554717	overlap_unique:97254	overlap_ambig:931666
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HARLEQUIN_3q22.1a	2074	0	0.00	0	8	0	0	0	0.57	8.2e-36
HARLEQUIN_19p12c	5232	0	0.00	0	5	0	0	0	0.00	1.95e-11
HML3_1p36.13c	6317	0	0.00	0	7	0	0	0	0.00	8.24e-12
HML3_5q11.2a	5745	0	0.00	0	4	0	0	0	0.00	5.98e-12
HML3_5q22.2	4697	0	0.00	0	7	0	0	0	0.00	5.91e-10
HUERSP3_2p23.1	8034	0	0.00	0	7	0	0	1	0.50	2.42e-36
ERV316A3_6_GL000253v2_alt(m)	1417	0	0.00	0	1	0	0	0	0.00	1.54e-08
MER4_11q22.1a	4661	0	0.00	0	5	0	0	0	0.00	1.47e-38
ERV316A3_Xq26.2	7961	0	0.00	0	1	0	0	0	0.00	1.84e-39
HERVW_2q31.1a	2071	0	0.00	0	3	0	0	0	0.00	7.52e-11
ERVLE_5q11.2b	4349	0	0.00	0	1	0	0	0	0.00	1.02e-39
MER41_1p36.11	5848	0	0.00	0	5	0	0	0	0.50	1.06e-35
HML4_11p15.4	5166	0	0.00	0	3	0	0	0	0.00	1.23e-37
HERVK11_2q14.2	3061	0	0.00	0	8	0	0	0	0.00	4.49e-09
HERVK11_11p11.12b	3456	0	0.00	0	1	0	0	0	0.00	1.82e-39
MER101_18q23d	4532	0	0.00	0	4	0	0	0	0.00	1.96e-38
ERVLB4_14q12b	6306	0	0.00	0	1	0	0	0	0.50	9.1e-36
MER4_13q12.12d	1367	0	0.00	0	4	0	0	1	0.50	2.75e-36
HERVL_10q23.33b	4638	0	0.00	0	3	0	0	0	0.00	1.23e-38
MER4B_11p14.3b	2260	0	0.00	0	1	0	0	0	0.00	1.09e-38
HERV9_Yp11.2c	2798	0	0.00	0	1	0	0	0	0.00	1.31e-38
ERV316A3_2q14.1f	3800	0	0.00	0	1	0	0	0	0.00	1.84e-39
ERVLE_13q21.33b	1620	0	0.00	0	1	0	0	0	0.00	1.47e-38
HUERSP3_11q23.2	6259	0	0.00	0	1	0	0	0	0.00	1.47e-38
ERV316A3_5p12d	2507	0	0.00	0	2	0	0	0	0.00	6.23e-38
MER101_2q36.3	1724	0	0.00	0	2	0	0	0	0.50	9.1e-36
HERVL_6q27a	6757	0	0.00	0	1	0	0	0	0.00	4.48e-39
MER41_12p12.1b	5546	0	0.00	0	5	0	0	0	0.00	3.78e-38
ERVLE_5p14.1p	3824	0	0.00	0	1	0	0	0	0.00	2.45e-10
HERVL_5q14.3e	4515	0	0.00	0	2	0	0	0	0.00	1.03e-38
ERVLE_19q13.31c	3165	0	0.00	0	2	0	0	0	0.00	1.94e-37
MER61_13q31.1a	3616	0	0.00	0	6	0	0	0	1.33	2.85e-35
ERV316A3_1p36.11b	1449	0	0.00	0	3	0	0	0	0.00	4.1e-39
ERV316A3_8p21.3g	6847	0	0.00	0	3	0	0	0	0.00	5.33e-39
MER101_14q12b	3603	0	0.00	0	1	0	0	0	0.00	2.48e-39
MER4_5p12b	2492	0	0.00	0	1	0	0	0	0.00	1.84e-39
HERV9_5q31.3	4839	0	0.00	0	12	0	0	0	0.00	2.5e-36
HUERSP3_Yq11.221	6111	0	0.00	0	2	0	1	1	1.00	2.4e-38
ERVLE_22q13.2d	2312	0	0.00	0	1	0	0	0	0.00	1.5e-39
HERVI_10q23.1	9400	0	0.00	0	2	0	0	0	0.00	4.79e-39
HERVW_2q37.3	1892	0	0.00	0	1	0	0	0	0.00	6.29e-37
HUERSP1_5q14.3	8414	0	0.00	0	8	0	0	1	0.50	9.38e-14
ERVLE_8q21.3d	2026	0	0.00	0	1	0	0	0	0.00	2.48e-39
HERVL_7p12.1	4001	0	0.00	0	1	0	0	0	0.00	1.27e-40
HERVK14C_6p12.3	6050	0	0.00	0	4	0	0	0	0.00	4.31e-38
HERVK14C_2p12	8619	0	0.00	0	2	0	0	0	0.00	6.32e-39
HERVK14C_Yp11.2a	4947	0	0.00	0	2	0	0	0	0.00	5.98e-38
ERVLE_6p21.31c	3241	0	0.00	0	1	0	0	0	0.00	1.37e-39
ERVLE_7q34a	5012	0	0.00	0	3	0	0	0	0.00	1.51e-38
ERVLE_15q25.3e	6232	0	0.00	0	6	0	0	0	0.00	1.19e-38
HERVFC1_11p15.4	3107	0	0.00	0	5	0	0	0	0.00	2.45e-10
MER4B_6q12b	7134	0	0.00	0	2	0	0	0	0.00	3.38e-36
HERVEA_Yq11.221a	4580	0	0.00	0	6	0	0	0	0.00	8.13e-14
ERV316A3_1p36.13	3438	0	0.00	0	3	0	0	0	0.00	1.84e-37
HML5_11q12.2	4143	0	0.00	0	3	0	0	0	0.00	3.45e-13
MER34B_9q22.31a	1167	0	0.00	0	3	0	0	3	1.50	6.59e-06
ERVLE_7q31.31a	3140	0	0.00	0	2	0	0	0	0.00	4.5e-38
HERV3_6_GL000256v2_alt	2710	0	0.00	0	1	0	0	0	0.00	1.56e-37
ERVLB4_18p11.22	2122	0	0.00	0	2	0	0	0	0.00	6.56e-39
HERVL_10q11.23	7056	0	0.00	0	2	0	0	1	0.50	2.79e-36
HUERSP1_11p15.2a	3898	0	0.00	0	4	0	0	0	0.00	1.15e-37
HUERSP1_8q21.13	7492	0	0.00	0	1	0	0	0	0.00	2.94e-39
HUERSP1_7p13	6296	0	0.00	0	2	0	0	0	0.00	1.76e-38
ERVLB4_8q21.3b	6558	0	0.00	0	2	0	0	0	0.00	1.55e-37
LTR57_13q22.1	5024	0	0.00	0	2	0	0	0	0.00	3.76e-38
ERVLE_9p24.1c	2347	0	0.00	0	4	0	0	0	0.83	1.67e-35
HUERSP3B_3q28a	2413	0	0.00	0	2	0	0	0	0.00	4.65e-36
ERVLE_14q31.3a	1125	0	0.00	0	1	0	0	0	0.00	4.36e-39
HERVIP10FH_14q23.1	6314	0	0.00	0	5	0	0	0	0.00	7.77e-11
ERV316A3_18q21.1a	5146	0	0.00	0	2	0	0	0	0.00	3.63e-38
HERVW_19p12c	6698	0	0.00	0	13	0	0	0	0.00	6.66e-13
PRIMA41_Xq26.3a	3145	0	0.00	0	1	0	0	0	0.00	1.02e-39
HERVH48_11q21	8481	0	0.00	0	2	0	0	0	0.00	2.76e-38
HERVH48_11p15.4	3976	0	0.00	0	8	0	0	0	0.00	1.03e-37
HERVH48_12q21.32	8312	0	0.00	0	2	0	0	0	0.00	6.05e-14
MER4_2p12b	2847	0	0.00	0	2	0	0	0	0.00	3.71e-38
MER4_5q35.2d	1966	0	0.00	0	2	0	0	0	0.00	2.11e-38
HERVL_15q11.1	1789	0	0.00	0	4	0	0	0	0.87	1.46e-06
HERVL_15q11.2	1810	0	0.00	0	4	0	0	1	0.87	1.46e-06
HERVL_14q32.33a	1795	0	0.00	0	4	0	0	0	0.20	1.59e-09
HERVL_14_KI270846v1_alt(a)	1795	0	0.00	0	5	0	0	1	0.20	1.59e-09
MER41_11p14.2	3734	0	0.00	0	1	0	0	0	0.00	5.61e-40
MER4B_13q14.11a	2203	0	0.00	0	1	0	1	1	1.00	1.56e-35
LTR57_17q22	3841	0	0.00	0	1	0	0	0	0.00	2.62e-36
PABLA_4q22.1	3900	0	0.00	0	4	0	0	0	0.00	2.11e-37
MER41_11q14.1b	6877	0	0.00	0	3	0	0	0	0.00	8.29e-38
HUERSP1_1p36.13	3127	0	0.00	0	3	0	0	0	0.00	2.84e-38
MER41_6q22.31b	6479	0	0.00	0	8	0	0	0	0.00	4.68e-38
HUERSP1_3q26.32	2754	0	0.00	0	3	0	0	0	0.00	2.3e-38
MER41_9q33.3	2445	0	0.00	0	3	0	0	0	0.00	1.8e-38
MER41_Xp11.21c	2632	0	0.00	0	3	0	0	0	0.00	7.72e-39
MER41_7p14.1b	2225	0	0.00	0	3	0	0	0	0.00	2.29e-38
HUERSP1_4q34.3	5279	0	0.00	0	4	0	0	0	0.00	4.34e-38
MER41_4q31.1	4725	0	0.00	0	4	0	0	0	0.00	1.37e-38
MER41_9p13.3b	2130	0	0.00	0	3	0	0	0	0.00	1.46e-39
MER61_Xp11.22b	6190	0	0.00	0	3	0	0	0	0.00	2.43e-38
ERV316A3_1q24.1	2694	0	0.00	0	3	0	0	1	0.50	9.38e-36
ERVLE_8p23.1b	2210	0	0.00	0	5	0	0	2	1.50	3.3e-06
HERVL_5q22.1c	6222	0	0.00	0	1	0	0	1	0.50	6.84e-40
HERVEA_1q41	6461	0	0.00	0	2	0	0	0	0.00	2.56e-38
ERVLE_5q21.1a	2677	0	0.00	0	2	0	0	0	0.00	5.85e-39
HERVL_17p11.2a	551	0	0.00	0	2	0	0	0	0.00	2.44e-11
MER41_4q13.3	5550	0	0.00	0	3	0	0	0	0.00	6.49e-13
MER41_20p12.3	1217	0	0.00	0	1	0	0	0	0.00	1.84e-39
MER41_9p21.1a	7505	0	0.00	0	1	0	0	0	0.00	1.97e-38
MER41_11p15.4b	5113	0	0.00	0	1	0	0	0	0.00	1.09e-38
HERVL_Xq12b	7721	0	0.00	0	1	0	0	0	0.00	3.33e-39
ERV316A3_17_KI270908v1_alt	10987	0	0.00	0	5	0	0	0	0.00	3.02e-37
HERVIP10FH_7p13	11256	0	0.00	0	12	0	0	0	0.00	2.63e-12
HERVIP10F_2q37.1	4120	0	0.00	0	8	0	0	0	0.00	1.41e-37
MER4_6q26b	4460	0	0.00	0	4	0	0	0	0.00	4.25e-38
HERVIP10FH_15_KI270905v1_alt	7324	0	0.00	0	6	0	0	0	0.00	1.6e-36
HERVIP10FH_15q13.3	8006	0	0.00	0	5	0	0	0	0.00	1.1e-36
HERVH48_3p21.2	2280	0	0.00	0	18	0	0	0	0.00	1.07e-37
ERVLB4_19q13.31b	1932	0	0.00	0	2	0	2	2	2.00	3.52e-36
ERVLE_15q13.1b	1657	0	0.00	0	5	0	0	0	0.00	8.66e-39
MER41_17q22c	1899	0	0.00	0	4	0	0	0	0.00	2.86e-12
HML3_10q11.21c	4667	0	0.00	0	6	0	0	0	0.00	1.51e-10
HERVFRD_6q11.2	4845	0	0.00	0	6	0	0	0	0.00	3.84e-12
HERVIP10FH_6q26b	6221	0	0.00	0	8	0	0	0	0.00	6.97e-12
MER41_3p22.1a	9134	0	0.00	0	7	0	0	0	0.00	6.07e-09
ERVLB4_7p21.2b	1333	0	0.00	0	4	0	0	0	0.00	5.26e-36
MER4_17p11.2a	1109	0	0.00	0	2	0	2	2	2.00	3.01e-35
HUERSP3_19q13.2c	6271	0	0.00	0	1	0	0	0	0.00	1.58e-12
ERV316A3_8q23.1b	2731	0	0.00	0	1	0	0	1	0.50	2.78e-36
MER4_6p12.1	7605	0	0.00	0	4	0	0	0	0.50	9.16e-36
PRIMA4_7q11.21b	3870	0	0.00	0	3	0	0	0	0.00	2.62e-38
HERVL_21q11.2	6465	0	0.00	0	2	0	0	0	0.00	1.93e-39
ERV316A3_9q31.1b	4200	0	0.00	0	1	0	0	0	0.00	1.84e-39
ERVLB4_14_KI270846v1_alt	1157	0	0.00	0	1	0	0	0	0.00	4.17e-40
HERVW_4q31.1	5413	0	0.00	0	10	0	0	0	0.00	8.47e-09
MER4B_9q22.1	1295	0	0.00	0	1	0	0	0	0.00	1.09e-38
LTR25_Yq11.222k	6116	0	0.00	0	1	0	0	0	0.00	1.47e-38
MER4B_Xp22.33	11389	0	0.00	0	2	0	0	0	0.00	5.14e-38
MER4_4p16.1b	1784	0	0.00	0	1	0	0	0	0.00	4.19e-39
HERV9_5p14.3b	5407	0	0.00	0	4	0	0	0	0.00	3.58e-13
ERVLE_11q24.1b	2316	0	0.00	0	1	0	0	0	0.00	1.8e-39
HERVE_8_KI270813v1_alt	4053	0	0.00	0	6	0	0	0	0.00	1.61e-08
HERVE_8p23.1d	4053	0	0.00	0	5	0	0	0	0.00	1.61e-08
HERVE_8p23.1e	2781	0	0.00	0	5	0	0	0	0.00	2.71e-09
HERVE_8p23.1b	2787	0	0.00	0	4	0	0	0	0.00	2.71e-09
HERVE_3p12.3b	4055	0	0.00	0	4	0	0	0	0.00	1.51e-13
LTR25_7q11.21	7691	0	0.00	0	10	0	1	1	1.50	1.35e-35
ERVLE_4q13.3a	4359	0	0.00	0	6	0	1	1	1.50	1.92e-09
HERVL40_14q13.1a	3371	0	0.00	0	1	0	0	0	0.00	8.1e-39
MER4_4q32.3	6548	0	0.00	0	3	0	0	0	0.00	6.53e-39
HERVL_12q14.2a	7088	0	0.00	0	3	0	0	0	0.50	2.67e-13
ERVLE_4q13.1l	3285	0	0.00	0	2	0	0	0	0.00	7.49e-11
HERVE_10p13c	2056	0	0.00	0	4	0	0	0	0.00	1.02e-09
MER4_1p31.3	6782	0	0.00	0	4	0	0	0	0.00	2.6e-38
LTR57_14q13.2b	5244	0	0.00	0	2	0	0	0	0.00	8.5e-39
PABLA_10q22.1	3258	0	0.00	0	1	0	0	0	0.00	1.84e-39
HERVL32_19q13.33b	3119	0	0.00	0	4	0	0	0	0.00	6.29e-36
HML1_Xq24	7663	0	0.00	0	7	0	0	0	0.00	1.1e-37
HERVIP10FH_22q12.3	2417	0	0.00	0	4	0	0	0	0.00	1.76e-37
ERV316A3_4q32.1j	3314	0	0.00	0	1	0	0	0	0.00	1.9e-39
MER41_6q15	3106	0	0.00	0	4	0	0	2	1.50	2.73e-35
ERV316A3_4q25d	2067	0	0.00	0	1	0	0	0	0.00	5.62e-40
HERVK11_Yq11.222a	3658	0	0.00	0	1	0	0	0	0.00	1.84e-39
ERV316A3_11q22.3b	1592	0	0.00	0	2	0	0	0	0.00	5.4e-38
HARLEQUIN_1p34.3b	2782	0	0.00	0	7	0	0	0	0.12	1.26e-11
HML1_2q12.2	2562	0	0.00	0	1	0	0	0	0.00	1.97e-38
HML1_19q13.41a	2142	0	0.00	0	1	0	0	0	0.00	3.32e-39
HUERSP1_12q24.33	4761	0	0.00	0	3	0	0	0	0.00	1.94e-17
PRIMA41_4q12	6136	0	0.00	0	4	0	0	0	0.00	7.76e-39
MER4_13q32.3a	7019	0	0.00	0	6	0	0	0	0.00	6.18e-38
HERVL74_8q24.13	4539	0	0.00	0	1	0	0	0	0.00	1.27e-40
ERV316A3_13q31.3d	1623	0	0.00	0	3	0	0	0	0.00	6.23e-38
MER4_2p11.2c	5261	0	0.00	0	3	0	0	0	0.00	2.13e-12
MER4_6q16.1b	3460	0	0.00	0	3	0	0	0	0.00	8.13e-14
HML2_4p16.3a	4366	0	0.00	0	5	0	0	0	0.00	2.36e-38
ERVLE_10q21.3c	1504	0	0.00	0	3	0	0	0	0.00	2.16e-36
HERVIP10FH_5q14.2	4343	0	0.00	0	3	0	0	0	0.00	4.83e-13
ERV316A3_9q34.12	3245	0	0.00	0	7	0	1	1	1.00	1.16e-08
ERVLE_1q41m	4770	0	0.00	0	1	0	0	0	0.00	2.03e-36
HUERSP1_15q26.1a	9796	0	0.00	0	3	0	0	0	0.00	5.74e-13
MER61_3p26.1	5869	0	0.00	0	1	0	0	0	0.00	1.47e-38
HML3_4q13.3b	4020	0	0.00	0	4	0	0	0	0.00	2.44e-10
HML3_17q11.2d	5912	0	0.00	0	5	0	0	0	0.00	4.11e-11
HML3_6q27b	3635	0	0.00	0	3	0	0	0	0.00	2.1e-38
HML3_6q27a	4574	0	0.00	0	3	0	0	0	0.00	1.15e-37
HML3_6q21c	5074	0	0.00	0	4	0	0	0	0.00	2.39e-12
HML3_3q13.11b	6036	0	0.00	0	6	0	0	0	0.00	2.78e-09
HERV4_2q23.3	8105	0	0.00	0	2	0	0	2	1.00	1.09e-35
HERVL_3q24a	4033	0	0.00	0	1	0	0	0	0.00	3.59e-13
HERVL_7q21.3	3401	0	0.00	0	1	0	0	0	0.00	8.13e-14
HERVL_Xp11.4	1640	0	0.00	0	3	0	0	0	0.00	4.18e-15
ERVLB4_Xq11.2	5580	0	0.00	0	1	0	0	0	0.00	1.37e-14
HERVL_5p15.1a	6350	0	0.00	0	2	0	0	0	0.00	1.84e-14
ERV316A3_4q31.23d	6740	0	0.00	0	3	0	0	0	0.00	3.37e-18
MER4_12q14.3	3108	0	0.00	0	1	0	0	0	0.00	1.37e-39
HERVL32_6p22.3	5766	0	0.00	0	3	0	0	1	0.50	6.13e-37
MER41_11q22.3b	1206	0	0.00	0	2	0	0	0	0.00	7.8e-39
MER4B_Xq11.1b	5082	0	0.00	0	1	0	0	0	0.00	6.03e-39
HERVL74_7p21.3	5888	0	0.00	0	1	0	0	0	0.00	6.02e-39
HML3_2q14.1	4788	0	0.00	0	3	0	0	0	0.00	5.13e-38
HERVL_6p22.3b	4656	0	0.00	0	3	0	0	0	0.00	2.15e-38
LTR19_Yq11.221a	2379	0	0.00	0	2	0	0	0	0.00	5.24e-39
HML2_11q12.1	5715	0	0.00	0	2	0	0	0	0.00	7.24e-38
HERVL_1p34.3b	6528	0	0.00	0	2	0	0	0	0.00	7.27e-38
HERVFRD_1q23.3	5610	0	0.00	0	2	0	0	0	0.00	3.68e-39
MER4B_Xq21.1b	7739	0	0.00	0	5	0	0	2	0.83	1.85e-35
MER4_4p15.31b	1707	0	0.00	0	1	0	0	0	0.00	5.46e-40
MER4_4q32.1c	5396	0	0.00	0	2	0	0	0	0.00	2.49e-39
HERVL_15q26.2b	3216	0	0.00	0	1	0	0	0	0.00	1.84e-39
HML3_Un_GL000218v1	3816	0	0.00	0	3	0	0	0	0.00	3.03e-13
HML3_21p11.2a	3819	0	0.00	0	1	0	0	0	0.00	4.48e-14
HERVW_2q22.1	1473	0	0.00	0	1	0	0	0	0.00	3.2e-38
HERVW_5q11.2	2867	0	0.00	0	1	0	0	0	0.00	5.39e-39
LTR57_18q21.1	1495	0	0.00	0	2	0	0	0	0.00	1.51e-38
HERV3_4q13.2b	7136	0	0.00	0	3	0	0	0	0.00	2.54e-13
HUERSP3_8q21.3	8987	0	0.00	0	2	0	0	0	0.00	6.86e-13
HERVL32_Xp11.21	6166	0	0.00	0	3	0	0	0	0.00	8.03e-19
MER4B_1q31.3	2257	0	0.00	0	1	0	0	0	0.00	2.48e-39
HML5_19p12d	3794	0	0.00	0	7	0	0	0	0.00	9.1e-38
ERV316A3_12q21.31b	3539	0	0.00	0	2	0	0	0	0.00	6.59e-39
HERVKC4_6q22.31	7249	0	0.00	0	7	0	0	1	1.00	2.25e-35
MER4_1p36.13	6382	0	0.00	0	4	0	0	0	0.00	3.59e-13
ERV316A3_15q21.1a	3355	0	0.00	0	1	0	0	0	0.00	1.09e-38
HERVH_1q42.12b	8093	0	0.00	0	9	0	0	0	0.00	2.12e-13
ERVLE_6q14.3c	3000	0	0.00	0	3	0	0	0	0.33	6.09e-36
HERVL_4q28.3a	10134	0	0.00	0	2	0	0	0	0.00	9.61e-39
ERV316A3_3q22.3a	3969	0	0.00	0	2	0	0	0	0.00	1.88e-38
MER101_8q21.11b	2743	0	0.00	0	2	0	0	0	0.00	2.63e-36
ERVLE_1p31.3b	1618	0	0.00	0	2	0	0	0	0.00	3.31e-39
ERVLE_9q32b	2119	0	0.00	0	9	0	1	1	1.00	1.44e-35
HUERSP3B_8p12	8323	0	0.00	0	4	0	0	1	0.33	8.28e-10
HERVFRD_4q25	1328	0	0.00	0	1	0	0	0	0.00	1.15e-37
HML1_Yq11.221a	6000	0	0.00	0	2	0	0	0	0.00	1.18e-12
ERVLE_Xq26.2a	3014	0	0.00	0	1	0	0	1	0.50	9.1e-36
PABLA_Xq21.1	3540	0	0.00	0	1	0	0	0	0.00	2.03e-36
ERVLE_1p36.21b	2741	0	0.00	0	1	0	0	0	0.00	6.03e-39
HERV30_Xq21.1	6777	0	0.00	0	5	0	0	2	1.33	2.14e-35
MER4_8q12.1d	1079	0	0.00	0	6	0	0	0	0.00	5.13e-38
MER4_12q12b	4305	0	0.00	0	4	0	0	0	0.00	2.66e-36
MER4_1q44a	4018	0	0.00	0	1	0	0	0	0.00	1.66e-39
MER4_14q24.1c	4504	0	0.00	0	2	0	0	0	0.00	2.33e-39
MER4_4q28.2a	4311	0	0.00	0	2	0	0	0	0.00	5.09e-39
HERVK11_4q13.2	7427	0	0.00	0	1	0	0	0	0.00	2.67e-13
HML3_14q22.3b	2054	0	0.00	0	1	0	0	0	0.00	3.85e-12
HML3_7p14.1	1068	0	0.00	0	2	0	0	0	0.00	6.05e-12
HML3_3q13.33	4383	0	0.00	0	3	0	0	0	0.00	4.68e-13
HERVH_5p12a	2008	0	0.00	0	1	0	0	0	0.00	2.3e-39
HML3_12q13.12	6963	0	0.00	0	8	0	0	0	0.00	1.31e-08
MER4B_6q27	4606	0	0.00	0	1	0	0	0	0.00	6.46e-38
PABLA_19q13.32	1747	0	0.00	0	4	0	0	0	0.00	1.18e-36
LTR19_9p13.3	1825	0	0.00	0	1	0	0	0	0.00	2.03e-36
HERV30_3p12.2	5752	0	0.00	0	1	0	0	0	0.00	8.1e-39
HERV30_Yq11.221b	9190	0	0.00	0	1	0	0	0	0.00	1.02e-39
HERV30_8q24.23	3147	0	0.00	0	1	0	0	0	0.00	1.02e-39
HERV30_Yq11.221a	9192	0	0.00	0	1	0	0	0	0.00	1.02e-39
ERV316A3_12q21.1	4124	0	0.00	0	2	0	0	0	0.50	1.34e-35
HML5_Xq21.33	6772	0	0.00	0	1	0	0	0	0.00	4.25e-36
HERVL66_22_KI270733v1_random(a)	2575	0	0.00	0	1	0	0	0	0.00	2.4e-38
HERVL66_Un_GL000195v1	3822	0	0.00	0	2	0	0	0	0.14	6.27e-07
HERVL66_21p11.2a	3822	0	0.00	0	2	0	0	0	0.14	6.27e-07
HERVL66_21p12a	3822	0	0.00	0	2	0	0	0	0.14	6.27e-07
HERVL66_21p11.2d	3822	0	0.00	0	2	0	0	1	0.14	6.27e-07
HERVL66_21p12b	3822	0	0.00	0	2	0	0	0	0.14	6.27e-07
HERVL66_22_KI270733v1_random(b)	1492	0	0.00	0	1	0	0	0	0.00	4.05e-39
HERVIP10F_12q24.21	8628	0	0.00	0	5	0	0	0	0.00	4.96e-14
HERVIP10F_7q33b	7553	0	0.00	0	7	0	0	0	0.00	3.45e-11
ERVLB4_5q34b	4912	0	0.00	0	2	0	0	0	0.00	7.81e-39
ERVLE_15q21.1a	1508	0	0.00	0	1	0	0	0	0.00	1.47e-38
HERVL_12q21.31d	3238	0	0.00	0	4	0	0	0	0.00	2.06e-38
ERVLE_13q31.1u	1993	0	0.00	0	2	0	0	0	0.00	1.89e-38
HERVI_3p21.2	4309	0	0.00	0	6	0	1	1	1.00	1.81e-35
HML1_3q26.31a	1547	0	0.00	0	2	0	0	0	0.50	1.05e-37
ERV316A3_3p21.1b	3601	0	0.00	0	3	0	0	0	0.00	2.06e-38
ERV316A3_2q33.3b	3975	0	0.00	0	3	0	0	1	0.50	3.7e-07
HERVK11_9p21.1	8313	0	0.00	0	2	0	0	0	0.00	2.63e-09
HERVL_1p22.2d	6336	0	0.00	0	1	0	0	0	0.00	1.08e-38
HERVIP10FH_4q28.3	6264	0	0.00	0	6	0	0	0	0.00	4.3e-36
HML3_3p21.31b	4820	0	0.00	0	7	0	0	0	0.00	1.35e-11
HML3_Yq11.221a	6110	0	0.00	0	4	0	0	0	0.00	2.81e-38
HML3_4q23c	5737	0	0.00	0	3	0	0	0	0.00	1.98e-12
HUERSP3B_Xp21.3a	6067	0	0.00	0	3	0	0	0	0.50	9.1e-36
ERV316A3_4q24c	1682	0	0.00	0	3	0	0	0	0.00	2.08e-36
ERV316A3_1q42.13f	2871	0	0.00	0	1	0	0	0	0.00	9.96e-40
PRIMA41_12p11.21	4178	0	0.00	0	5	0	1	1	1.50	6.89e-08
HERVW_2q31.1b	1387	0	0.00	0	2	0	0	0	0.00	6.49e-13
HERVL_Yp11.2g	6631	0	0.00	0	2	0	0	0	0.00	4.26e-36
ERVLE_8p11.21b	5622	0	0.00	0	2	0	0	0	0.00	2.03e-36
HERVIP10FH_13q21.33	4901	0	0.00	0	2	0	0	0	0.00	6.16e-39
ERVLE_7p14.1c	2052	0	0.00	0	1	0	0	0	0.00	8.11e-39
MER4_Xq21.31o	1538	0	0.00	0	3	0	0	0	0.00	4.73e-13
MER41_6_GL000250v2_alt(a)	790	0	0.00	0	1	0	0	0	0.00	2.09e-39
MER4_14q22.1a	3911	0	0.00	0	3	0	0	0	0.00	2.12e-39
MER41_6_GL000255v2_alt(a)	785	0	0.00	0	1	0	0	0	0.00	2.09e-39
ERVLE_12q21.1a	5191	0	0.00	0	1	0	0	0	0.00	2.15e-16
HERVH48_4p12	7158	0	0.00	0	3	0	0	0	0.00	1.47e-38
HERV9_10q21.1a	3343	0	0.00	0	4	0	0	0	0.00	1.06e-11
MER61_7p14.1	6583	0	0.00	0	1	0	0	0	0.00	9.96e-37
HERVFRD_4q31.21	6156	0	0.00	0	3	0	0	0	0.00	9.42e-39
HML5_Xq28b	7765	0	0.00	0	4	0	0	0	0.00	1.11e-38
HML5_Xq28a	5542	0	0.00	0	4	0	0	0	0.00	1.11e-38
HML5_7q31.31	7764	0	0.00	0	2	0	0	0	0.00	2.99e-40
MER41_7q11.21h	3486	0	0.00	0	1	0	0	0	0.00	2.48e-39
HML1_19p12c	6088	0	0.00	0	1	0	0	0	0.00	3.33e-39
HERV30_3p12.1	5472	0	0.00	0	1	0	0	0	0.00	8.9e-37
HML1_6q27b	1144	0	0.00	0	3	0	0	0	0.00	2.55e-10
MER34B_3q11.2a	2865	0	0.00	0	2	0	0	0	0.00	2.19e-39
HERVH48_18q21.2b	3452	0	0.00	0	15	0	0	0	0.00	1.58e-37
HERVH48_18_GL383570v1_alt(a)	3451	0	0.00	0	15	0	0	0	0.00	1.69e-37
HERVH48_4p15.31	7191	0	0.00	0	2	0	0	0	0.00	9.8e-39
HERVW_8p21.3	4895	0	0.00	0	2	0	0	0	0.00	1.47e-13
ERV316A3_3q13.13d	4068	0	0.00	0	2	0	0	0	0.00	5.41e-38
ERV316A3_3p12.2c	3770	0	0.00	0	2	0	1	1	1.50	1.06e-35
HERV9_6p21.2	7958	0	0.00	0	14	0	0	0	1.74	4.38e-09
HML6_19p12b	1331	0	0.00	0	9	0	0	0	0.00	6.64e-38
ERV316A3_11p12c	3844	0	0.00	0	1	0	0	0	0.00	1.17e-37
HERVL_12q21.31e	5666	0	0.00	0	3	0	0	0	0.00	9.38e-37
HERVL_3q13.11a	5966	0	0.00	0	3	0	0	0	0.00	1.12e-08
HML3_17q21.32	6046	0	0.00	0	7	0	0	0	0.00	4.51e-12
HERV3_14q12	1906	0	0.00	0	1	0	0	0	0.00	4.48e-39
ERVLB4_2p16.1c	3148	0	0.00	0	5	0	1	1	1.83	2.52e-35
ERVLE_12q23.2a	3071	0	0.00	0	2	0	0	0	0.00	2.86e-39
HML3_16p11.2b	3979	0	0.00	0	6	0	0	0	0.00	6.66e-09
HML3_16p11.2c	6396	0	0.00	0	5	0	0	0	0.00	6.66e-09
HML3_6q13	3693	0	0.00	0	3	0	0	0	0.00	7.42e-37
HML3_13q12.12	4317	0	0.00	0	3	0	0	0	0.00	1.58e-12
HERVFRD_Yp11.2e	1984	0	0.00	0	2	0	0	0	0.00	2.28e-38
ERVLB4_15q11.2d	2228	0	0.00	0	2	0	0	0	0.00	5.14e-38
MER61_7q21.11	2551	0	0.00	0	3	0	0	0	0.00	1.86e-37
HERVW_6q14.1	6982	0	0.00	0	10	0	0	0	0.00	5.25e-11
PRIMA4_6q26	1025	0	0.00	0	1	0	0	0	0.50	8.94e-36
MER4_8q13.2	3384	0	0.00	0	2	0	0	0	0.00	8.57e-39
MER4_9p23b	5796	0	0.00	0	2	0	0	0	0.00	6.8e-40
